-5 0.350761
-4.9 0.374536
-4.8 0.380037
-4.7 0.367367
-4.6 0.337496
-4.5 0.292153
-4.4 0.233703
-4.3 0.164998
-4.2 0.0892108
-4.1 0.00967698
-4 -0.0702655
-3.9 -0.14742
-3.8 -0.218856
-3.7 -0.282013
-3.6 -0.334777
-3.5 -0.375534
-3.4 -0.40319
-3.3 -0.417181
-3.2 -0.417443
-3.1 -0.404382
-3 -0.378814
-2.9 -0.341905
-2.8 -0.295098
-2.7 -0.240038
-2.6 -0.178502
-2.5 -0.112325
-2.4 -0.0433341
-2.3 0.0267063
-2.2 0.0961454
-2.1 0.163485
-2 0.227407
-1.9 0.2868
-1.8 0.340762
-1.7 0.388607
-1.6 0.429863
-1.5 0.464257
-1.4 0.4917
-1.3 0.512272
-1.2 0.526194
-1.1 0.533811
-1 0.535561
-0.9 0.53196
-0.8 0.523574
-0.7 0.511
-0.6 0.49485
-0.5 0.475728
-0.4 0.454226
-0.3 0.430903
-0.2 0.406284
-0.1 0.380849
-1.02696e-15 0.355028
0.1 0.329203
0.2 0.303703
0.3 0.278806
0.4 0.254742
0.5 0.231694
0.6 0.2098
0.7 0.189162
0.8 0.169846
0.9 0.151887
1 0.135292
1.1 0.120049
1.2 0.106126
1.3 0.0934747
1.4 0.082038
1.5 0.0717495
1.6 0.0625369
1.7 0.0543248
1.8 0.0470362
1.9 0.0405944
2 0.0349241
2.1 0.0299526
2.2 0.0256104
2.3 0.021832
2.4 0.0185561
2.5 0.0157259
2.6 0.0132893
2.7 0.0111985
2.8 0.00941051
2.9 0.00788631
3 0.00659114
3.1 0.005494
3.2 0.00456744
3.3 0.00378729
3.4 0.00313234
3.5 0.0025841
3.6 0.00212648
3.7 0.00174557
3.8 0.00142939
3.9 0.00116765
4 0.000951564
4.1 0.00077363
4.2 0.000627496
4.3 0.000507787
4.4 0.000409974
4.5 0.00033025
4.6 0.000265432
4.7 0.000212861
4.8 0.000170326
4.9 0.000135992
5 0.000108344
